,Node_1,Node_2,Node_3,Node_4,Node_Nr
820,88471,88470,89898,89950,300344
821,88427,89744,89952,88426,300345
822,89744,34023,89951,89952,300346
823,89951,89644,89783,89952,300347
824,89783,88425,88426,89952,300348
825,89530,89892,89955,89787,300349
826,89892,12024,89953,89955,300350
827,89953,89574,89954,89955,300351
828,89954,89568,89787,89955,300352
829,89606,89849,89956,89676,300353
830,89849,89023,89024,89956,300354
831,89024,89025,89894,89956,300355
832,89894,89607,89676,89956,300356
833,89563,89957,89959,89926,300357
834,89957,89581,89933,89959,300358
835,89933,89579,89958,89959,300359
836,89958,89564,89926,89959,300360
837,89622,89960,89964,89963,300361
838,89960,89626,89961,89964,300362
839,89961,89620,89962,89964,300363
840,89962,89619,89963,89964,300364
841,89553,89901,89967,89845,300365
842,89901,89552,89965,89967,300366
843,89965,89589,89966,89967,300367
844,89966,89587,89845,89967,300368
845,89587,89966,89970,89969,300369
846,89966,89589,89968,89970,300370
847,89968,88450,88449,89970,300371
848,88449,88448,89969,89970,300372
849,89599,89668,89974,89973,300373
850,89668,89539,89971,89974,300374
851,89971,89538,89972,89974,300375
852,89972,89600,89973,89974,300376
853,89598,89684,89976,89886,300377
854,89684,89597,89975,89976,300378
855,89975,89590,89855,89976,300379
856,89855,89591,89886,89976,300380
857,88300,89672,89979,89978,300381
858,89672,89541,89937,89979,300382
859,89937,89633,89977,89979,300383
860,89977,89611,89978,89979,300384
861,88417,89777,89981,88416,300385
862,89777,89641,89980,89981,300386
863,89980,89632,89917,89981,300387
864,89917,88415,88416,89981,300388
865,34023,89745,89984,89983,300389
866,89745,89019,89020,89984,300390
867,89020,89021,89982,89984,300391
868,89982,89604,89983,89984,300392
869,88943,89837,89986,88944,300393
870,89837,89560,89985,89986,300394
871,89985,89531,89805,89986,300395
872,89805,12031,88944,89986,300396
873,88301,89987,89990,89989,300397
874,89987,89612,89988,89990,300398
875,89988,89622,89963,89990,300399
876,89963,89619,89989,89990,300400
877,89552,89945,89993,89965,300401
878,89945,89551,89991,89993,300402
879,89991,89588,89992,89993,300403
880,89992,89589,89965,89993,300404
881,89613,89876,89994,89864,300405
882,89876,89615,89762,89994,300406
883,89762,89616,89942,89994,300407
884,89942,89614,89864,89994,300408
885,88935,89694,89996,88936,300409
886,89694,89580,89995,89996,300410
887,89995,89579,89932,89996,300411
888,89932,88937,88936,89996,300412
889,89621,89662,89999,89998,300413
890,89662,89620,89961,89999,300414
891,89961,89626,89997,89999,300415
892,89997,89625,89998,89999,300416
893,89538,89971,90000,89941,300417
894,89971,89539,89884,90000,300418
895,89884,89624,89865,90000,300419
896,89865,89614,89941,90000,300420
897,89542,90001,90004,89936,300421
898,90001,89634,90002,90004,300422
899,90002,89646,90003,90004,300423
900,90003,89633,89936,90004,300424
901,89570,89728,90005,89698,300425
902,89728,89571,89771,90005,300426
903,89771,89580,89693,90005,300427
904,89693,89578,89698,90005,300428
905,89531,89985,90007,89904,300429
906,89985,89560,89839,90007,300430
907,89839,89582,90006,90007,300431
908,90006,12032,89904,90007,300432
909,89536,89873,90009,90008,300433
910,89873,89601,89908,90009,300434
911,89908,89612,89987,90009,300435
912,89987,88301,90008,90009,300436
913,89635,90010,90013,89735,300437
914,90010,89638,90011,90013,300438
915,90011,89639,90012,90013,300439
916,90012,89636,89735,90013,300440
917,89537,89775,90015,89940,300441
918,89775,89596,90014,90015,300442
919,90014,89600,89972,90015,300443
920,89972,89538,89940,90015,300444
921,89609,90016,90018,89730,300445
922,90016,89621,89998,90018,300446
923,89998,89625,90017,90018,300447
924,90017,89610,89730,90018,300448
925,89537,89939,90019,89773,300449
926,89939,89616,89761,90019,300450
927,89761,89535,89828,90019,300451
928,89828,88200,89773,90019,300452
929,89589,89992,90021,89968,300453
930,89992,89588,90020,90021,300454
931,90020,88452,88451,90021,300455
932,88451,88450,89968,90021,300456
933,88399,89947,90023,88398,300457
934,89947,89556,90022,90023,300458
935,90022,89557,89706,90023,300459
936,89706,88397,88398,90023,300460
937,89584,89712,90025,89757,300461
938,89712,89586,90024,90025,300462
939,90024,89566,89753,90025,300463
940,89753,89567,89757,90025,300464
941,89622,90026,90028,89960,300465
942,90026,89623,89869,90028,300466
943,89869,89628,90027,90028,300467
944,90027,89626,89960,90028,300468
945,88401,88402,90030,90029,300469
946,88402,88403,89902,90030,300470
947,89902,89553,89844,90030,300471
948,89844,89554,90029,90030,300472
949,89581,90031,90033,89881,300473
950,90031,89562,90032,90033,300474
951,90032,12032,90006,90033,300475
952,90006,89582,89881,90033,300476
953,89556,89751,90034,90022,300477
954,89751,89571,89727,90034,300478
955,89727,89572,89700,90034,300479
956,89700,89557,90022,90034,300480
957,89610,90035,90036,89731,300481
958,90035,89611,89977,90036,300482
959,89977,89633,90003,90036,300483
960,90003,89646,89731,90036,300484
961,89029,89030,90038,90037,300485
962,89030,89031,89861,90038,300486
963,89861,89631,89664,90038,300487
964,89664,89630,90037,90038,300488
965,88399,88400,90040,89948,300489
966,88400,88401,90029,90040,300490
967,90029,89554,90039,90040,300491
968,90039,89555,89948,90040,300492
969,89590,89975,90042,90041,300493
970,89975,89597,89690,90042,300494
971,89690,88466,88465,90042,300495
972,88465,88464,90041,90042,300496
973,89573,89654,90044,89702,300497
974,89654,89559,89919,90044,300498
975,89919,88393,90043,90044,300499
976,90043,89558,89702,90044,300500
977,88442,89713,90045,88443,300501
978,89713,89584,89756,90045,300502
979,89756,89585,89807,90045,300503
980,89807,88444,88443,90045,300504
981,89620,89665,90047,89962,300505
982,89665,89631,90046,90047,300506
983,90046,88301,89989,90047,300507
984,89989,89619,89962,90047,300508
985,89595,89856,90048,89835,300509
986,89856,89590,90041,90048,300510
987,90041,88464,88463,90048,300511
988,88463,88462,89835,90048,300512
989,89645,89677,90050,90049,300513
990,89677,89607,89895,90050,300514
991,89895,89608,89831,90050,300515
992,89831,89642,90049,90050,300516
993,89623,90026,90051,89863,300517
994,90026,89622,89988,90051,300518
995,89988,89612,89910,90051,300519
996,89910,89613,89863,90051,300520
997,89600,90052,90053,89973,300521
998,90052,89592,89819,90053,300522
999,89819,89593,89669,90053,300523
1000,89669,89599,89973,90053,300524
1001,89564,89958,90054,89765,300525
1002,89958,89579,89995,90054,300526
1003,89995,89580,89770,90054,300527
1004,89770,89565,89765,90054,300528
1005,34023,89983,90056,89951,300529
1006,89983,89604,90055,90056,300530
1007,90055,89605,89682,90056,300531
1008,89682,89644,89951,90056,300532
1009,89638,90010,90057,89913,300533
1010,90010,89635,89732,90057,300534
1011,89732,89646,90002,90057,300535
1012,90002,89634,89913,90057,300536
1013,89621,90016,90058,89663,300537
1014,90016,89609,89800,90058,300538
1015,89800,89029,90037,90058,300539
1016,90037,89630,89663,90058,300540
1017,89603,89748,90059,89825,300541
1018,89748,88201,89661,90059,300542
1019,89661,89618,89878,90059,300543
1020,89878,89602,89825,90059,300544
1021,89574,89656,90062,90061,300545
1022,89656,89577,89781,90062,300546
1023,89781,88931,90060,90062,300547
1024,90060,89576,90061,90062,300548
1025,89565,89769,90063,89766,300549
1026,89769,89566,90024,90063,300550
1027,90024,89586,89710,90063,300551
1028,89710,89583,89766,90063,300552
1029,89543,89821,90064,89915,300553
1030,89821,89594,89857,90064,300554
1031,89857,89595,89653,90064,300555
1032,89653,89544,89915,90064,300556
1033,89632,89980,90065,89720,300557
1034,89980,89641,89779,90065,300558
1035,89779,89637,89794,90065,300559
1036,89794,89640,89720,90065,300560
1037,88432,88431,90066,89906,300561
1038,88430,89804,90066,88431,300562
1039,89531,89906,90066,89804,300563
1040,12024,89920,90067,89953,300564
1041,89559,89657,90067,89920,300565
1042,89574,89953,90067,89657,300566
1043,88931,88930,90068,90060,300567
1044,88929,89852,90068,88930,300568
1045,89576,90060,90068,89852,300569
1046,89574,90061,90069,89954,300570
1047,89576,89851,90069,90061,300571
1048,89568,89954,90069,89851,300572
1049,89563,89929,90070,89957,300573
1050,89562,90031,90070,89929,300574
1051,89581,89957,90070,90031,300575
1052,12032,90032,90071,89905,300576
1053,89562,89930,90071,90032,300577
1054,88434,89905,90071,89930,300578
1055,89554,89846,90072,90039,300579
1056,89585,89755,90072,89846,300580
1057,89555,90039,90072,89755,300581
1058,88446,89809,90073,88447,300582
1059,89587,89969,90073,89809,300583
1060,88448,88447,90073,89969,300584
1061,89550,90074,90075,89813,300585
1062,89588,89991,90075,90074,300586
1063,89551,89813,90075,89991,300587
1064,89588,90074,90076,90020,300588
1065,89550,89791,90076,90074,300589
1066,88452,90020,90076,89791,300590
1067,89542,89935,90078,90077,300591
1068,89593,89822,90078,89935,300592
1069,89543,90077,90078,89822,300593
1070,89591,89854,90079,89887,300594
1071,89594,89820,90079,89854,300595
1072,89592,89887,90079,89820,300596
1073,89596,89888,90080,90014,300597
1074,89592,90052,90080,89888,300598
1075,89600,90014,90080,90052,300599
1076,89601,89872,90081,89909,300600
1077,89035,89826,90081,89872,300601
1078,89602,89909,90081,89826,300602
1079,89615,89875,90082,89763,300603
1080,89618,89660,90082,89875,300604
1081,89534,89763,90082,89660,300605
1082,89611,90035,90083,89923,300606
1083,89610,90017,90083,90035,300607
1084,89625,89923,90083,90017,300608
1085,89626,90027,90084,89997,300609
1086,89628,89924,90084,90027,300610
1087,89625,89997,90084,89924,300611
1088,88300,89978,90086,90085,300612
1089,89611,89922,90086,89978,300613
1090,89627,90085,90086,89922,300614
1091,88300,90085,90087,89673,300615
1092,89627,89883,90087,90085,300616
1093,89540,89673,90087,89883,300617
1094,89604,89982,89021,89848,300618
1095,89848,89605,90055,89604,300619
1096,89536,90008,90088,89860,300620
1097,88301,90046,90088,90008,300621
1098,89631,89860,90088,90046,300622
1099,88389,89890,90089,88388,300623
1100,89530,89797,90089,89890,300624
1101,88387,88388,90089,89797,300625
1102,88393,88394,90090,90043,300626
1103,88395,89705,90090,88394,300627
1104,89558,90043,90090,89705,300628
1105,88407,88408,90091,89944,300629
1106,88409,89811,90091,88408,300630
1107,89551,89944,90091,89811,300631
1108,89543,89914,90092,90077,300632
1109,89634,90001,90092,89914,300633
1110,89542,90077,90092,90001,300634
1111,89544,89652,90093,89912,300635
1112,89639,90011,90093,89652,300636
1113,89638,89912,90093,90011,300637
1114,89636,90012,90094,89832,300638
1115,89639,89795,90094,90012,300639
1116,89637,89832,90094,89795,300640
1117,89645,90049,90095,89680,300641
1118,89642,89841,90095,90049,300642
1119,89643,89680,90095,89841,300643
1120,88474,90210,90099,88473,400001
1121,90210,34033,90211,90099,400002
1122,90211,90100,90212,90099,400003
1123,90212,88472,88473,90099,400004
1124,90163,90213,90164,90216,400005
1125,90213,90169,90214,90164,400006
1126,90214,90165,90215,90164,400007
1127,90215,90178,90216,90164,400008
1128,90106,90217,90168,90220,400009
1129,90217,88000,90218,90168,400010
1130,90218,90177,90219,90168,400011
1131,90219,90167,90220,90168,400012
1132,90177,90218,90224,90223,400013
1133,90218,88000,90221,90224,400014
1134,90221,90181,90222,90224,400015
1135,90222,90203,90223,90224,400016
1136,90203,90225,90228,90223,400017
1137,90225,90209,90226,90228,400018
1138,90226,90176,90227,90228,400019
1139,90227,90177,90223,90228,400020
1140,90117,90229,90233,90232,400021
1141,90229,90105,90230,90233,400022
1142,90230,90173,90231,90233,400023
1143,90231,90104,90232,90233,400024
1144,90105,90229,90237,90236,400025
1145,90229,90117,90234,90237,400026
1146,90234,90118,90235,90237,400027
1147,90235,90119,90236,90237,400028
1148,88479,90238,90242,90241,400029
1149,90238,90096,90239,90242,400030
1150,90239,90147,90240,90242,400031
1151,90240,12042,90241,90242,400032
1152,88479,90241,90245,88480,400033
1153,90241,12042,90243,90245,400034
1154,90243,90120,90244,90245,400035
1155,90244,88481,88480,90245,400036
1156,90129,90246,90249,90248,400037
1157,90246,88497,88496,90249,400038
1158,88496,88495,90247,90249,400039
1159,90247,90128,90248,90249,400040
1160,90129,90250,90252,90246,400041
1161,90250,90196,90251,90252,400042
1162,90251,88499,88498,90252,400043
1163,88498,88497,90246,90252,400044
1164,90195,90253,90257,90256,400045
1165,90253,90109,90254,90257,400046
1166,90254,90110,90255,90257,400047
1167,90255,90194,90256,90257,400048
1168,90109,90253,90261,90260,400049
1169,90253,90195,90258,90261,400050
1170,90258,90193,90259,90261,400051
1171,90259,90108,90260,90261,400052
1172,90143,90262,90265,90264,400053
1173,90262,90142,90263,90265,400054
1174,90263,88958,88957,90265,400055
1175,88957,88956,90264,90265,400056
1176,90143,90266,90269,90262,400057
1177,90266,90154,90267,90269,400058
1178,90267,90153,90268,90269,400059
1179,90268,90142,90262,90269,400060
1180,90127,90270,90273,90272,400061
1181,90270,90162,90271,90273,400062
1182,90271,90129,90248,90273,400063
1183,90248,90128,90272,90273,400064
1184,90162,90270,90277,90276,400065
1185,90270,90127,90274,90277,400066
1186,90274,90126,90275,90277,400067
1187,90275,90161,90276,90277,400068
1188,90179,90278,90282,90281,400069
1189,90278,90180,90279,90282,400070
1190,90279,90176,90280,90282,400071
1191,90280,90175,90281,90282,400072
1192,90179,90283,90286,90278,400073
1193,90283,90166,90284,90286,400074
1194,90284,90167,90285,90286,400075
1195,90285,90180,90278,90286,400076
1196,90167,90284,90290,90289,400077
1197,90284,90166,90287,90290,400078
1198,90287,90165,90288,90290,400079
1199,90288,90173,90289,90290,400080
1200,90173,90230,90292,90289,400081
1201,90230,90105,90291,90292,400082
1202,90291,90106,90220,90292,400083
1203,90220,90167,90289,90292,400084
1204,88458,90293,90297,90296,400085
1205,90293,90134,90294,90297,400086
1206,90294,90202,90295,90297,400087
1207,90295,90133,90296,90297,400088
1208,88458,88459,90300,90293,400089
1209,88459,88460,90298,90300,400090
1210,90298,90135,90299,90300,400091
1211,90299,90134,90293,90300,400092
1212,88501,90301,90304,88502,400093
1213,90301,90197,90302,90304,400094
1214,90302,90198,90303,90304,400095
1215,90303,88503,88502,90304,400096
1216,88503,90303,90307,88504,400097
1217,90303,90198,90305,90307,400098
1218,90305,90199,90306,90307,400099
1219,90306,88505,88504,90307,400100
1220,3403,89041,90309,88475,400101
1221,89041,89042,90308,90309,400102
1222,90308,34033,90210,90309,400103
1223,90210,88474,88475,90309,400104
1224,88499,90251,90311,88500,400105
1225,90251,90196,90310,90311,400106
1226,90310,90197,90301,90311,400107
1227,90301,88501,88500,90311,400108
1228,88960,90312,90315,88961,400109
1229,90312,90150,90313,90315,400110
1230,90313,90151,90314,90315,400111
1231,90314,88962,88961,90315,400112
1232,88489,90316,90319,88490,400113
1233,90316,90125,90317,90319,400114
1234,90317,90126,90318,90319,400115
1235,90318,88491,88490,90319,400116
1236,90132,90320,90322,90321,400117
1237,90320,88456,88457,90322,400118
1238,88457,88458,90296,90322,400119
1239,90296,90133,90321,90322,400120
1240,90197,90323,90326,90302,400121
1241,90323,90131,90324,90326,400122
1242,90324,90132,90325,90326,400123
1243,90325,90198,90302,90326,400124
1244,88948,88947,90330,90329,400125
1245,88947,12033,90327,90330,400126
1246,90327,90097,90328,90330,400127
1247,90328,90139,90329,90330,400128
1248,90097,90327,90332,90331,400129
1249,90327,12033,88946,90332,400130
1250,88946,1203,88429,90332,400131
1251,88429,88430,90331,90332,400132
1252,88466,88467,90336,90335,400133
1253,88467,88468,90333,90336,400134
1254,90333,88100,90334,90336,400135
1255,90334,90138,90335,90336,400136
1256,88493,90337,90338,88494,400137
1257,90337,90127,90272,90338,400138
1258,90272,90128,90247,90338,400139
1259,90247,88495,88494,90338,400140
1260,90096,90339,90341,90340,400141
1261,90339,88477,88476,90341,400142
1262,88476,1204,88966,90341,400143
1263,88966,12041,90340,90341,400144
1264,90130,90342,90345,90344,400145
1265,90342,88452,88453,90345,400146
1266,88453,88454,90343,90345,400147
1267,90343,90131,90344,90345,400148
1268,88491,90318,90346,88492,400149
1269,90318,90126,90274,90346,400150
1270,90274,90127,90337,90346,400151
1271,90337,88493,88492,90346,400152
1272,90159,90347,90350,90349,400153
1273,90347,88440,88441,90350,400154
1274,88441,88442,90348,90350,400155
1275,90348,90160,90349,90350,400156
1276,88964,90351,90352,88965,400157
1277,90351,90147,90239,90352,400158
1278,90239,90096,90340,90352,400159
1279,90340,12041,88965,90352,400160
1280,90169,90353,90355,90214,400161
1281,90353,90170,90354,90355,400162
1282,90354,90173,90288,90355,400163
1283,90288,90165,90214,90355,400164
1284,90156,90356,90360,90359,400165
1285,90356,90155,90357,90360,400166
1286,90357,90145,90358,90360,400167
1287,90358,90157,90359,90360,400168
1288,88442,88443,90363,90348,400169
1289,88443,88444,90361,90363,400170
1290,90361,90161,90362,90363,400171
1291,90362,90160,90348,90363,400172
1292,90131,90343,90364,90324,400173
1293,90343,88454,88455,90364,400174
1294,88455,88456,90320,90364,400175
1295,90320,90132,90324,90364,400176
1296,3404,88518,90367,89061,400177
1297,88518,88517,90365,90367,400178
1298,90365,34041,90366,90367,400179
1299,90366,89060,89061,90367,400180
1300,90199,90368,90371,90370,400181
1301,90368,90133,90295,90371,400182
1302,90295,90202,90369,90371,400183
1303,90369,90201,90370,90371,400184
1304,90196,90372,90373,90310,400185
1305,90372,90130,90344,90373,400186
1306,90344,90131,90323,90373,400187
1307,90323,90197,90310,90373,400188
1308,90178,90374,90378,90377,400189
1309,90374,90179,90375,90378,400190
1310,90375,90174,90376,90378,400191
1311,90376,90102,90377,90378,400192
1312,88448,88449,90381,90380,400193
1313,88449,88450,90379,90381,400194
1314,90379,90129,90271,90381,400195
1315,90271,90162,90380,90381,400196
1316,90121,90382,90384,90383,400197
1317,90382,88483,88482,90384,400198
1318,88482,88481,90244,90384,400199
1319,90244,90120,90383,90384,400200
1320,34041,90385,90388,90387,400201
1321,90385,90114,90386,90388,400202
1322,90386,89056,89057,90388,400203
1323,89057,89058,90387,90388,400204
1324,88487,90389,90391,88488,400205
1325,90389,90124,90390,90391,400206
1326,90390,90125,90316,90391,400207
1327,90316,88489,88488,90391,400208
1328,90129,90379,90393,90392,400209
1329,90379,88450,88451,90393,400210
1330,88451,88452,90342,90393,400211
1331,90342,90130,90392,90393,400212
1332,90189,90394,90397,90396,400213
1333,90394,90114,90395,90397,400214
1334,90395,88515,88514,90397,400215
1335,88514,88513,90396,90397,400216
1336,90101,90398,90401,90400,400217
1337,90398,90102,90399,90401,400218
1338,90399,88468,88469,90401,400219
1339,88469,88470,90400,90401,400220
1340,88464,88465,90404,90403,400221
1341,88465,88466,90335,90404,400222
1342,90335,90138,90402,90404,400223
1343,90402,90137,90403,90404,400224
1344,90112,90405,90409,90408,400225
1345,90405,90113,90406,90409,400226
1346,90406,90189,90407,90409,400227
1347,90407,90190,90408,90409,400228
1348,88960,88959,90412,90312,400229
1349,88959,88958,90410,90412,400230
1350,90410,90141,90411,90412,400231
1351,90411,90150,90312,90412,400232
1352,88448,90380,90414,88447,400233
1353,90380,90162,90276,90414,400234
1354,90276,90161,90413,90414,400235
1355,90413,88446,88447,90414,400236
1356,90188,90415,90419,90418,400237
1357,90415,90186,90416,90419,400238
1358,90416,90202,90417,90419,400239
1359,90417,90185,90418,90419,400240
1360,90193,90258,90423,90422,400241
1361,90258,90195,90420,90423,400242
1362,90420,90183,90421,90423,400243
1363,90421,90182,90422,90423,400244
1364,90115,90424,90428,90427,400245
1365,90424,89050,90425,90428,400246
1366,90425,90111,90426,90428,400247
1367,90426,90110,90427,90428,400248
1368,90199,90370,90430,90306,400249
1369,90370,90201,90429,90430,400250
1370,90429,88507,88506,90430,400251
1371,88506,88505,90306,90430,400252
1372,90188,90418,90434,90433,400253
1373,90418,90185,90431,90434,400254
1374,90431,90192,90432,90434,400255
1375,90432,90191,90433,90434,400256
1376,12034,90435,90438,90437,400257
1377,90435,88434,88435,90438,400258
1378,88435,88436,90436,90438,400259
1379,90436,90157,90437,90438,400260
1380,90097,90439,90442,90328,400261
1381,90439,12034,90440,90442,400262
1382,90440,90146,90441,90442,400263
1383,90441,90139,90328,90442,400264
1384,90144,90443,90446,90445,400265
1385,90443,90155,90444,90446,400266
1386,90444,90154,90266,90446,400267
1387,90266,90143,90445,90446,400268
1388,90198,90325,90447,90305,400269
1389,90325,90132,90321,90447,400270
1390,90321,90133,90368,90447,400271
1391,90368,90199,90305,90447,400272
1392,90114,90448,90450,90386,400273
1393,90448,90113,90449,90450,400274
1394,90449,89054,89055,90450,400275
1395,89055,89056,90386,90450,400276
1396,90207,90451,90455,90454,400277
1397,90451,90200,90452,90455,400278
1398,90452,90135,90453,90455,400279
1399,90453,90206,90454,90455,400280
1400,90188,90456,90459,90415,400281
1401,90456,90187,90457,90459,400282
1402,90457,88509,90458,90459,400283
1403,90458,90186,90415,90459,400284
1404,90112,90408,90463,90462,400285
1405,90408,90190,90460,90463,400286
1406,90460,90191,90461,90463,400287
1407,90461,90111,90462,90463,400288
1408,90194,90255,90466,90465,400289
1409,90255,90110,90464,90466,400290
1410,90464,90191,90432,90466,400291
1411,90432,90192,90465,90466,400292
1412,90178,90215,90467,90374,400293
1413,90215,90165,90287,90467,400294
1414,90287,90166,90283,90467,400295
1415,90283,90179,90374,90467,400296
1416,90156,90468,90470,90469,400297
1417,90468,88438,88439,90470,400298
1418,88439,88440,90347,90470,400299
1419,90347,90159,90469,90470,400300
1420,88948,90329,90473,88949,400301
1421,90329,90139,90471,90473,400302
1422,90471,90149,90472,90473,400303
1423,90472,88950,88949,90473,400304
1424,88509,88508,90475,90458,400305
1425,88508,88507,90429,90475,400306
1426,90429,90201,90474,90475,400307
1427,90474,90186,90458,90475,400308
1428,88101,90476,90478,90477,400309
1429,90476,34033,90308,90478,400310
1430,90308,89042,89043,90478,400311
1431,89043,89044,90477,90478,400312
1432,90125,90479,90480,90317,400313
1433,90479,90160,90362,90480,400314
1434,90362,90161,90275,90480,400315
1435,90275,90126,90317,90480,400316
1436,90110,90254,90483,90427,400317
1437,90254,90109,90481,90483,400318
1438,90481,90118,90482,90483,400319
1439,90482,90115,90427,90483,400320
1440,90124,90484,90486,90390,400321
1441,90484,90158,90485,90486,400322
1442,90485,90160,90479,90486,400323
1443,90479,90125,90390,90486,400324
1444,90097,90487,90488,90439,400325
1445,90487,88432,88433,90488,400326
1446,88433,88434,90435,90488,400327
1447,90435,12034,90439,90488,400328
1448,90176,90279,90489,90227,400329
1449,90279,90180,90285,90489,400330
1450,90285,90167,90219,90489,400331
1451,90219,90177,90227,90489,400332
1452,88100,90490,90493,90334,400333
1453,90490,90174,90491,90493,400334
1454,90491,90208,90492,90493,400335
1455,90492,90138,90334,90493,400336
1456,90116,90494,90496,90495,400337
1457,90494,89048,89049,90496,400338
1458,89049,89050,90424,90496,400339
1459,90424,90115,90495,90496,400340
1460,90122,90497,90501,90500,400341
1461,90497,90140,90498,90501,400342
1462,90498,90152,90499,90501,400343
1463,90499,90123,90500,90501,400344
1464,90137,90502,90506,90505,400345
1465,90502,90208,90503,90506,400346
1466,90503,90209,90504,90506,400347
1467,90504,90204,90505,90506,400348
1468,90153,90507,90510,90509,400349
1469,90507,90158,90484,90510,400350
1470,90484,90124,90508,90510,400351
1471,90508,90152,90509,90510,400352
1472,90195,90256,90512,90420,400353
1473,90256,90194,90465,90512,400354
1474,90465,90192,90511,90512,400355
1475,90511,90183,90420,90512,400356
1476,88958,90263,90514,90410,400357
1477,90263,90142,90268,90514,400358
1478,90268,90153,90513,90514,400359
1479,90513,90141,90410,90514,400360
1480,90103,90515,90518,90517,400361
1481,90515,90116,90516,90518,400362
1482,90516,90117,90232,90518,400363
1483,90232,90104,90517,90518,400364
1484,90098,90519,90522,90521,400365
1485,90519,90171,90520,90522,400366
1486,90520,89044,89045,90522,400367
1487,89045,89046,90521,90522,400368
1488,90118,90234,90523,90482,400369
1489,90234,90117,90516,90523,400370
1490,90516,90116,90495,90523,400371
1491,90495,90115,90482,90523,400372
1492,88462,88463,90526,90525,400373
1493,88463,88464,90403,90526,400374
1494,90403,90137,90524,90526,400375
1495,90524,90136,90525,90526,400376
1496,90152,90508,90528,90499,400377
1497,90508,90124,90389,90528,400378
1498,90389,88487,90527,90528,400379
1499,90527,90123,90499,90528,400380
1500,90150,90529,90532,90313,400381
1501,90529,90140,90530,90532,400382
1502,90530,90121,90531,90532,400383
1503,90531,90151,90313,90532,400384
1504,90203,90533,90537,90536,400385
1505,90533,90205,90534,90537,400386
1506,90534,90206,90535,90537,400387
1507,90535,90204,90536,90537,400388
1508,90170,90538,90541,90540,400389
1509,90538,90171,90519,90541,400390
1510,90519,90098,90539,90541,400391
1511,90539,88001,90540,90541,400392
1512,88460,88461,90543,90298,400393
1513,88461,88462,90525,90543,400394
1514,90525,90136,90542,90543,400395
1515,90542,90135,90298,90543,400396
1516,90206,90534,90546,90454,400397
1517,90534,90205,90544,90546,400398
1518,90544,90184,90545,90546,400399
1519,90545,90207,90454,90546,400400
1520,90146,90547,90551,90550,400401
1521,90547,90145,90548,90551,400402
1522,90548,90148,90549,90551,400403
1523,90549,90149,90550,90551,400404
1524,90172,90552,90554,90553,400405
1525,90552,90171,90538,90554,400406
1526,90538,90170,90353,90554,400407
1527,90353,90169,90553,90554,400408
1528,90153,90267,90557,90507,400409
1529,90267,90154,90555,90557,400410
1530,90555,90159,90556,90557,400411
1531,90556,90158,90507,90557,400412
1532,90101,90400,90559,90558,400413
1533,90400,88470,88471,90559,400414
1534,88471,88472,90212,90559,400415
1535,90212,90100,90558,90559,400416
1536,88513,88512,90562,90396,400417
1537,88512,88511,90560,90562,400418
1538,90560,90187,90561,90562,400419
1539,90561,90189,90396,90562,400420
1540,90181,90563,90565,90222,400421
1541,90563,90182,90564,90565,400422
1542,90564,90205,90533,90565,400423
1543,90533,90203,90222,90565,400424
1544,90144,90445,90567,90566,400425
1545,90445,90143,90264,90567,400426
1546,90264,88956,88955,90567,400427
1547,88955,88954,90566,90567,400428
1548,90100,90568,90571,90558,400429
1549,90568,88101,90569,90571,400430
1550,90569,90163,90570,90571,400431
1551,90570,90101,90558,90571,400432
1552,90119,90572,90575,90574,400433
1553,90572,90108,90259,90575,400434
1554,90259,90193,90573,90575,400435
1555,90573,90107,90574,90575,400436
1556,90184,90544,90577,90576,400437
1557,90544,90205,90564,90577,400438
1558,90564,90182,90421,90577,400439
1559,90421,90183,90576,90577,400440
1560,88964,88963,90579,90351,400441
1561,88963,88962,90314,90579,400442
1562,90314,90151,90578,90579,400443
1563,90578,90147,90351,90579,400444
1564,89046,89047,90581,90521,400445
1565,89047,89048,90494,90581,400446
1566,90494,90116,90580,90581,400447
1567,90580,90098,90521,90581,400448
1568,90202,90294,90583,90582,400449
1569,90294,90134,90299,90583,400450
1570,90299,90135,90452,90583,400451
1571,90452,90200,90582,90583,400452
1572,90105,90236,90585,90291,400453
1573,90236,90119,90574,90585,400454
1574,90574,90107,90584,90585,400455
1575,90584,90106,90291,90585,400456
1576,90202,90582,90587,90417,400457
1577,90582,90200,90451,90587,400458
1578,90451,90207,90586,90587,400459
1579,90586,90185,90417,90587,400460
1580,90175,90280,90589,90588,400461
1581,90280,90176,90226,90589,400462
1582,90226,90209,90503,90589,400463
1583,90503,90208,90588,90589,400464
1584,90120,90243,90591,90590,400465
1585,90243,12042,90240,90591,400466
1586,90240,90147,90578,90591,400467
1587,90578,90151,90590,90591,400468
1588,90104,90231,90593,90517,400469
1589,90231,90173,90354,90593,400470
1590,90354,90170,90592,90593,400471
1591,90592,90103,90517,90593,400472
1592,88950,90472,90595,88951,400473
1593,90472,90149,90549,90595,400474
1594,90549,90148,90594,90595,400475
1595,90594,88952,88951,90595,400476
1596,90206,90596,90597,90535,400477
1597,90596,90136,90524,90597,400478
1598,90524,90137,90505,90597,400479
1599,90505,90204,90535,90597,400480
1600,89050,89051,90599,90425,400481
1601,89051,89052,90598,90599,400482
1602,90598,90112,90462,90599,400483
1603,90462,90111,90425,90599,400484
1604,89052,89053,90600,90598,400485
1605,89053,89054,90449,90600,400486
